x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,label
0.3302752293577982,0.5459459459459459,0.1871345029239766,0.35172413793103446,0.6463414634146342,0.45977011494252873,0.040229885057471264,0.5029585798816568,0.4585635359116022,0.06315789473684211,0.37158469945355194,0.07253886010362694,0.2617801047120419,0.2214765100671141,0.9132947976878613,0.5604395604395604,0.028735632183908046,0.7194244604316546,0.5269461077844312,0.10227272727272728,0.3160621761658031,0.040697674418604654,0.9715909090909091,0.8138297872340425,0.4093567251461988,0.9875776397515528,0.9337349397590361,0.035175879396984924,0.3282051282051282,0.9096045197740112,0.33557046979865773,0.4375,0.3333333333333333,0.3496932515337423,0.36597938144329895,0.035211267605633804,0.42528735632183906,0.9502762430939227,0.7236180904522613,0.553072625698324,0.06395348837209303,0.8145695364238411,0.7631578947368421,0.7732558139534884,0.39267015706806285,0.05612244897959184,0.9105263157894737,0.010638297872340425,0.8287292817679558,0.3728813559322034,0.7065868263473054,0.4644808743169399,0.2789473684210526,0.17277486910994763,0.29545454545454547,0.5463917525773195,0.9536082474226805,0.9728260869565217,0.058823529411764705,0.18716577540106952,0.13513513513513514,0.8695652173913043,0.2235294117647059,0.42702702702702705,1
0.3394495412844037,0.5351351351351351,0.19298245614035087,0.3448275862068966,0.6341463414634146,0.4540229885057471,0.040229885057471264,0.5029585798816568,0.4585635359116022,0.07894736842105263,0.366120218579235,0.07253886010362694,0.25654450261780104,0.2080536912751678,0.9132947976878613,0.5494505494505495,0.040229885057471264,0.7122302158273381,0.5329341317365269,0.09659090909090909,0.32642487046632124,0.040697674418604654,0.9659090909090909,0.8138297872340425,0.4093567251461988,0.968944099378882,0.9518072289156626,0.035175879396984924,0.3435897435897436,0.9209039548022598,0.3288590604026846,0.4427083333333333,0.3393939393939394,0.3496932515337423,0.3556701030927835,0.035211267605633804,0.41379310344827586,0.9558011049723757,0.7236180904522613,0.547486033519553,0.06976744186046512,0.8079470198675497,0.7631578947368421,0.7732558139534884,0.39790575916230364,0.05102040816326531,0.9105263157894737,0.026595744680851064,0.8232044198895028,0.3785310734463277,0.7245508982035929,0.4644808743169399,0.2736842105263158,0.16753926701570682,0.2840909090909091,0.5515463917525774,0.9536082474226805,0.967391304347826,0.06535947712418301,0.18716577540106952,0.13513513513513514,0.8695652173913043,0.21176470588235294,0.43243243243243246,1
0.3761467889908257,0.5081081081081081,0.19883040935672514,0.3724137931034483,0.6402439024390244,0.4367816091954023,0.028735632183908046,0.4970414201183432,0.4696132596685083,0.07894736842105263,0.37158469945355194,0.06735751295336788,0.2617801047120419,0.2214765100671141,0.9075144508670521,0.5824175824175825,0.034482758620689655,0.7194244604316546,0.5329341317365269,0.09090909090909091,0.31088082901554404,0.03488372093023256,0.9772727272727273,0.8351063829787234,0.391812865497076,0.9503105590062112,0.9397590361445783,0.02512562814070352,0.3333333333333333,0.903954802259887,0.348993288590604,0.4270833333333333,0.3090909090909091,0.3496932515337423,0.3556701030927835,0.04929577464788732,0.40804597701149425,0.9502762430939227,0.7236180904522613,0.5418994413407822,0.0872093023255814,0.8211920529801324,0.7526315789473684,0.7790697674418605,0.39790575916230364,0.030612244897959183,0.9263157894736842,0.026595744680851064,0.8287292817679558,0.3615819209039548,0.718562874251497,0.46994535519125685,0.26842105263157895,0.17801047120418848,0.2897727272727273,0.5309278350515464,0.9484536082474226,0.9782608695652174,0.06535947712418301,0.18181818181818182,0.15135135135135136,0.8641304347826086,0.20588235294117646,0.41621621621621624,1
0.3486238532110092,0.5351351351351351,0.19298245614035087,0.35172413793103446,0.6463414634146342,0.4540229885057471,0.034482758620689655,0.4911242603550296,0.4696132596685083,0.07368421052631578,0.37158469945355194,0.07772020725388601,0.2617801047120419,0.2214765100671141,0.9132947976878613,0.5604395604395604,0.034482758620689655,0.7122302158273381,0.5269461077844312,0.10227272727272728,0.3316062176165803,0.05232558139534884,0.9545454545454546,0.8138297872340425,0.39766081871345027,0.9627329192546584,0.9397590361445783,0.035175879396984924,0.3487179487179487,0.9152542372881356,0.3288590604026846,0.4375,0.3333333333333333,0.3496932515337423,0.36597938144329895,0.028169014084507043,0.41379310344827586,0.9613259668508287,0.7286432160804021,0.547486033519553,0.06395348837209303,0.8211920529801324,0.7526315789473684,0.7732558139534884,0.39790575916230364,0.05102040816326531,0.9210526315789473,0.026595744680851064,0.8232044198895028,0.3785310734463277,0.7245508982035929,0.45901639344262296,0.2789473684210526,0.17801047120418848,0.2897727272727273,0.5515463917525774,0.9536082474226805,0.9728260869565217,0.058823529411764705,0.1925133689839572,0.13513513513513514,0.8695652173913043,0.21764705882352942,0.43243243243243246,1
0.3486238532110092,0.5351351351351351,0.2222222222222222,0.3793103448275862,0.6280487804878049,0.46551724137931033,0.034482758620689655,0.4911242603550296,0.4696132596685083,0.07368421052631578,0.3770491803278688,0.07772020725388601,0.24083769633507854,0.18791946308724833,0.9017341040462428,0.5659340659340659,0.022988505747126436,0.7410071942446043,0.5029940119760479,0.09090909090909091,0.35233160621761656,0.046511627906976744,0.9375,0.8031914893617021,0.4327485380116959,0.9565217391304348,0.9457831325301205,0.035175879396984924,0.3384615384615385,0.9265536723163842,0.33557046979865773,0.4270833333333333,0.3575757575757576,0.3558282208588957,0.36082474226804123,0.04929577464788732,0.40804597701149425,0.9337016574585635,0.7286432160804021,0.553072625698324,0.0755813953488372,0.8145695364238411,0.7578947368421053,0.7674418604651163,0.387434554973822,0.05612244897959184,0.9157894736842105,0.005319148936170213,0.8232044198895028,0.384180790960452,0.7245508982035929,0.45901639344262296,0.3,0.193717277486911,0.3068181818181818,0.5412371134020618,0.9896907216494846,0.9891304347826086,0.058823529411764705,0.20320855614973263,0.12972972972972974,0.8858695652173914,0.2235294117647059,0.40540540540540543,1
0.29357798165137616,0.5135135135135135,0.19883040935672514,0.3724137931034483,0.6219512195121951,0.45977011494252873,0.011494252873563218,0.4970414201183432,0.44751381215469616,0.07894736842105263,0.36065573770491804,0.07253886010362694,0.27225130890052357,0.2483221476510067,0.9075144508670521,0.5824175824175825,0.017241379310344827,0.7266187050359713,0.5149700598802395,0.10795454545454546,0.32124352331606215,0.05813953488372093,0.9488636363636364,0.8138297872340425,0.4093567251461988,0.9875776397515528,0.9457831325301205,0.05527638190954774,0.3384615384615385,0.9096045197740112,0.31543624161073824,0.4322916666666667,0.3212121212121212,0.3312883435582822,0.35051546391752575,0.02112676056338028,0.41379310344827586,0.9668508287292817,0.7638190954773869,0.5307262569832403,0.0755813953488372,0.7947019867549668,0.7736842105263158,0.7383720930232558,0.3612565445026178,0.030612244897959183,0.9473684210526315,0.010638297872340425,0.8397790055248618,0.3615819209039548,0.7365269461077845,0.44808743169398907,0.2631578947368421,0.16753926701570682,0.26136363636363635,0.5309278350515464,0.9432989690721649,0.9782608695652174,0.05228758169934641,0.17647058823529413,0.0972972972972973,0.8804347826086957,0.2,0.42702702702702705,1
0.3577981651376147,0.5135135135135135,0.1695906432748538,0.36551724137931035,0.6524390243902439,0.42528735632183906,0.034482758620689655,0.4911242603550296,0.46408839779005523,0.06842105263157895,0.3551912568306011,0.07772020725388601,0.2774869109947644,0.22818791946308725,0.9248554913294798,0.5714285714285714,0.04597701149425287,0.697841726618705,0.49700598802395207,0.13068181818181818,0.32124352331606215,0.040697674418604654,0.9715909090909091,0.8404255319148937,0.391812865497076,0.9440993788819876,0.9457831325301205,0.05025125628140704,0.3333333333333333,0.8700564971751412,0.33557046979865773,0.4322916666666667,0.3212121212121212,0.3128834355828221,0.36082474226804123,0.028169014084507043,0.41954022988505746,0.9613259668508287,0.7537688442211056,0.5418994413407822,0.03488372093023256,0.8145695364238411,0.7684210526315789,0.7616279069767442,0.39267015706806285,0.05102040816326531,0.9263157894736842,0.03723404255319149,0.8011049723756906,0.3954802259887006,0.7425149700598802,0.453551912568306,0.26842105263157895,0.19895287958115182,0.3068181818181818,0.5515463917525774,0.9639175257731959,0.9891304347826086,0.0457516339869281,0.1925133689839572,0.12972972972972974,0.8695652173913043,0.21764705882352942,0.4486486486486487,1
0.3486238532110092,0.5351351351351351,0.19298245614035087,0.35172413793103446,0.6463414634146342,0.4540229885057471,0.034482758620689655,0.4911242603550296,0.4696132596685083,0.07368421052631578,0.37158469945355194,0.07772020725388601,0.2617801047120419,0.2214765100671141,0.9132947976878613,0.554945054945055,0.034482758620689655,0.7122302158273381,0.5269461077844312,0.10227272727272728,0.32642487046632124,0.05232558139534884,0.9602272727272727,0.8138297872340425,0.40350877192982454,0.9627329192546584,0.9457831325301205,0.04020100502512563,0.3435897435897436,0.9152542372881356,0.33557046979865773,0.4375,0.3333333333333333,0.34355828220858897,0.36082474226804123,0.035211267605633804,0.41379310344827586,0.9613259668508287,0.7336683417085427,0.5418994413407822,0.06976744186046512,0.8211920529801324,0.7578947368421053,0.7674418604651163,0.39267015706806285,0.05102040816326531,0.9210526315789473,0.026595744680851064,0.8232044198895028,0.3785310734463277,0.7305389221556886,0.453551912568306,0.2789473684210526,0.17277486910994763,0.2897727272727273,0.5463917525773195,0.9587628865979382,0.967391304347826,0.058823529411764705,0.1925133689839572,0.13513513513513514,0.8695652173913043,0.21764705882352942,0.43243243243243246,1
0.3211009174311927,0.5297297297297298,0.19298245614035087,0.33793103448275863,0.6463414634146342,0.4540229885057471,0.017241379310344827,0.5088757396449705,0.49171270718232046,0.08421052631578947,0.3770491803278688,0.07772020725388601,0.2670157068062827,0.2214765100671141,0.9248554913294798,0.5604395604395604,0.04597701149425287,0.7194244604316546,0.5149700598802395,0.09659090909090909,0.34196891191709844,0.040697674418604654,0.9545454545454546,0.7925531914893617,0.4093567251461988,0.9627329192546584,0.927710843373494,0.05025125628140704,0.3435897435897436,0.9265536723163842,0.3288590604026846,0.4375,0.3515151515151515,0.34355828220858897,0.36082474226804123,0.035211267605633804,0.41954022988505746,0.9723756906077348,0.7336683417085427,0.5363128491620112,0.05813953488372093,0.8344370860927153,0.7578947368421053,0.7674418604651163,0.4031413612565445,0.04591836734693878,0.9368421052631579,0.026595744680851064,0.8287292817679558,0.3728813559322034,0.7125748502994012,0.4644808743169399,0.2894736842105263,0.17277486910994763,0.30113636363636365,0.5670103092783505,0.9690721649484536,0.9782608695652174,0.0457516339869281,0.17647058823529413,0.12972972972972974,0.8695652173913043,0.22941176470588234,0.44324324324324327,1
0.3577981651376147,0.5405405405405406,0.1871345029239766,0.36551724137931035,0.6402439024390244,0.4482758620689655,0.034482758620689655,0.4970414201183432,0.46408839779005523,0.07894736842105263,0.366120218579235,0.08290155440414508,0.25654450261780104,0.21476510067114093,0.9190751445086706,0.554945054945055,0.028735632183908046,0.7050359712230215,0.5209580838323353,0.10227272727272728,0.3316062176165803,0.046511627906976744,0.9602272727272727,0.8138297872340425,0.4152046783625731,0.9627329192546584,0.9518072289156626,0.035175879396984924,0.3333333333333333,0.9096045197740112,0.33557046979865773,0.4427083333333333,0.3333333333333333,0.3374233128834356,0.35051546391752575,0.02112676056338028,0.40229885057471265,0.9668508287292817,0.7336683417085427,0.5418994413407822,0.0755813953488372,0.8211920529801324,0.7631578947368421,0.7732558139534884,0.39267015706806285,0.05102040816326531,0.9105263157894737,0.031914893617021274,0.8232044198895028,0.384180790960452,0.7245508982035929,0.4426229508196721,0.2736842105263158,0.17277486910994763,0.2897727272727273,0.5360824742268041,0.9587628865979382,0.9728260869565217,0.05228758169934641,0.18716577540106952,0.13513513513513514,0.875,0.2235294117647059,0.42702702702702705,1
