x1,x2,label
0.8315692368184259,0.0679879014679083,1
0.8340826773737419,0.0717003203349029,1
0.8349099048007924,0.0986214497117527,1
0.835653955795507,0.1308228247418772,1
0.8369182375670137,0.1022607574850867,1
0.8387753404562606,0.1354694409167589,1
0.8405961481750334,0.0835172393251033,1
0.8414989905405713,0.0644948158818958,1
0.842686145074821,0.1123636275016856,1
0.8450922124174852,0.1128239566099198,1
0.846504699468427,0.0422636277724674,1
0.8473334391942472,0.1546949507312463,1
0.8506574718901466,0.0645462644292866,1
0.8509175872785427,0.0637393345807349,1
0.8519262905579627,0.0952583394033593,1
0.8529743136053959,0.0356321807956111,1
0.8531769616405418,0.0525722919786299,1
0.855012892347012,0.1325043798960739,1
0.8561456041255511,0.0224234432075732,1
0.857895333802146,0.0354642960620198,1
0.8588707665086315,0.0920008340080314,1
0.8599974290920914,0.060552232460784,1
0.862371738160591,0.1220359544111713,1
0.8626787348108493,0.1305709976414902,1
0.8635407451096038,0.0591468747715278,1
0.86670598643468,0.0761952986858958,1
0.8675589229408163,0.1465850349714731,1
0.8685509909337689,0.1090140562847108,1
0.8693872921534378,0.0226238217605692,1
0.8700527036121256,0.055104102073918,1
0.8710205748247624,0.0191821847219476,1
0.8736141672148751,0.0335200825343012,1
0.8741782546559898,0.161201838067051,1
0.8754138027508714,0.1563521355208895,1
0.8768399004907409,0.0952204299473871,1
0.8782055062798206,0.0954587179563554,1
0.8792595785223328,0.1167746634858828,1
0.8801609085891009,0.1331894579218577,1
0.8808172462551701,0.1183885231829862,1
0.881671695060076,0.1406603285666705,1
0.8821450445750062,0.1475273557342113,1
0.8849594325855016,0.0733629207611135,1
0.8866184243359118,0.0746897517201415,1
0.88846645343254,0.1467312571587946,1
0.8898986003674886,0.1319140755102206,1
0.8904762984975312,0.0325181897693209,1
0.8918540026767687,0.0993579762849274,1
0.893246829843704,0.1480716272092412,1
0.89481205907039,0.092054990373706,1
0.8949905103252199,0.1514320296993509,1
0.8957874917768753,0.1363115724029991,1
0.8972650076749163,0.0911587025217911,1
0.9012075705676412,0.0407851589895505,1
0.9020121135131456,0.1309040592903891,1
0.9029512510491572,0.0932464304185474,1
0.9041429424797164,0.0976249725833398,1
0.9055130851651052,0.0514025144800582,1
0.90625562386105,0.1318707504176809,1
0.910809155456752,0.0959055079731709,1
0.9121535890630552,0.1032599424317833,1
0.2598038548495641,0.4229612159187222,2
0.2616654946351201,0.4853791351769965,2
0.2673623241007493,0.4665543824685014,2
0.2712625426279216,0.4574425739437478,2
0.2725555580760535,0.4340768099734363,2
0.2770077656541826,0.4818210619521746,2
0.2794713003500971,0.4396955329121774,2
0.2817185763219382,0.4286340952231378,2
0.2835817284062639,0.4377269490199052,2
0.2867893140968929,0.4528609454076757,2
0.2922925693199948,0.4435568817847772,2
0.2944249105853352,0.4361618300519089,2
0.2971031917065536,0.4284120541238719,2
0.3003833677381303,0.4584607136184305,2
0.30376486778728,0.4753710388003282,2
0.3076333280402876,0.4460128729681209,2
0.310886282694009,0.4909382861134955,2
0.3136507648451028,0.428994235054874,2
0.3145536072106406,0.4320459462606383,2
0.3159071146095623,0.4164110034903778,2
0.3183419156288516,0.4858854971960543,2
0.3200099811718803,0.4604347131472702,2
0.3219517727922328,0.4320351149875035,2
0.323848195449493,0.4540550932708009,2
0.3316108250345938,0.4797577044199718,2
0.3334059236742811,0.4514095548075961,2
0.3368539648692996,0.4594653142016946,2
0.3446075206617819,0.4739738045659232,2
0.346444963667022,0.4325712630076821,2
0.3499595460079093,0.4286936672253799,2
0.351337250187147,0.4734647347285819,2
0.3539988960218981,0.4779028488956163,2
0.3563732050903976,0.4576862775892835,2
0.3578446717933595,0.4515286988120802,2
0.359110465863636,0.4776428983403782,2
0.3632405538038095,0.4975589018172169,2
0.3681449387140924,0.4346481596313035,2
0.3699203774697729,0.4777809970728485,2
0.3739491413923734,0.4830097941787323,2
0.3796308478703052,0.4599500136744823,2
0.3812051508896097,0.4419944706350646,2
0.3850645373499988,0.4778514003482254,2
0.391479708731257,0.4222246893455475,2
0.3959878713638666,0.4474426010219307,2
0.4055350134972665,0.4381141670344787,2
0.4071199026079592,0.4519159168266536,2
0.4079425931387004,0.4628203010552368,2
0.4099993194655536,0.4979948605608975,2
0.4137588942071395,0.4518428057329929,2
