x,y,label
0.9247477799643244,0.7112995556746219,1
0.9142564742597312,0.6667369581951929,1
0.9511191707401716,0.7268505211827626,1
0.3886558216723556,0.7464068212165609,-1
0.9218578762288584,0.63642050893657,1
0.9163096482158652,0.7566676084163374,1
0.3868039566463931,0.7118409727890723,-1
0.897243488735289,0.748630322079386,1
0.9269446936380183,0.6904672857660167,1
0.944279735206409,0.7295399987382142,1
0.9363131042377054,0.7556157895939675,1
0.9305103027252336,0.7006215483474545,1
0.8993944200769299,0.6627626390760664,1
0.9099001177252368,0.7753141653534973,1
0.9233215196514616,0.7353427467485011,1
0.9461574022125798,0.7553628576999546,1
0.9255256292970124,0.697142122123466,1
0.9850688831782092,0.7041720146533405,1
0.9486706669119748,0.7170601132345709,1
0.5486349843807584,0.3203704718746348,-1
0.977430099537098,0.6986954043939354,1
0.8913803143848072,0.7062822872029618,1
0.8902215256860135,0.711829866535249,1
0.9371096444063852,0.7258962864998794,1
0.9362426369105028,0.6869057154253392,1
0.8946685327750682,0.7429185233037043,1
0.9345777736986384,0.7099969729522422,1
0.8972377851547982,0.6550559596199067,1
0.9278274963280704,0.6808122498486915,1
0.9800914057218446,0.685241441625653,1
0.913150865302604,0.680605906525911,1
0.909306288299428,0.6644579948532355,1
0.7147562490984187,0.9391740967597204,-1
0.9157948853395714,0.7183050011318948,1
0.9596018830079844,0.7427054785050906,1
0.9507295444485994,0.7089207070572707,1
0.3106503307878274,0.6742572079193434,-1
0.9245407688914188,0.6796539064079828,1
0.9464694543460028,0.6299409739999979,1
0.942054039083044,0.7865047401635554,1
0.8973700300082235,0.7224834267898148,1
0.9355482421605186,0.6389280258899226,1
0.944160391343088,0.6317228076628304,1
0.9879185095998692,0.7047755979417886,1
0.9321306745586546,0.6833397425257036,1
0.8976963863822065,0.7416470225588075,1
0.9712577672572588,0.6697659165393363,1
0.9547063663052006,0.6841496669179002,1
0.9082394671402536,0.689186844542268,1
0.933749555438466,0.6517983810934165,1
0.9135735758116382,0.6282478505687521,1
0.9197041369485488,0.7705454284359237,1
0.9218967502922082,0.7322804718619198,1
0.93182301045842,0.7635510892324741,1
0.9201441336053622,0.688097306618502,1
0.9781618773968228,0.7306117289323235,1
0.9665922542311638,0.7621952098059331,1
0.906384792737866,0.6765694878037389,1
0.9460625404688948,0.6548207023136465,1
0.9077635783273096,0.7224990021735482,1
0.5485185361592596,0.327651128304519,-1
0.3423974245339237,0.6956975302463067,-1
0.9588197333452616,0.7291139091409868,1
0.9585480491043112,0.7234021103653052,1
0.9618073959039912,0.7019662549492202,1
0.9448317934892894,0.7939473814718789,1
0.8953600318832305,0.6891890791072232,1
0.4578392164024013,0.4718726488457307,-1
0.9644615075546374,0.7410434392703594,1
0.949176742862802,0.6239229466261423,1
0.915469932216044,0.6452456425190073,1
0.939894596222244,0.7773090460339752,1
0.9877243980793112,0.7026297698467109,1
0.9148215212358694,0.6669588081117228,1
0.9479905764025504,0.719485554861218,1
0.9153362841121632,0.6551313978226989,1
0.9365359982079342,0.768967699092853,1
0.9692175819943828,0.7006392917251909,1
0.9180276897316394,0.6457959313223258,1
0.9573259027847754,0.6195825338707511,1
0.937962258520797,0.7418933173289072,1
0.9690824414991354,0.6480393413378586,1
0.9293946021544276,0.703546218857246,1
0.9567091698960932,0.7263756040112842,1
0.9154527337714186,0.7181674611070252,1
0.9651071105961436,0.7200580539531514,1
0.9618476746555537,0.7419132952715985,1
0.9525540317131036,0.7518744909971142,1
0.9184733914067,0.715755362518188,1
0.894851060290581,0.0346457402269687,-1
0.9283407682507544,0.7080819330335145,1
0.943645714732191,0.7319187807846134,1
0.8942717105116392,0.6725552127992294,1
0.906688156508066,0.7645895672360656,1
0.982955336384065,0.7281508693401872,1
0.9492112303307204,0.6546698236890304,1
0.915226942721611,0.636986373123622,1
0.9224287130508844,0.694914218701683,1
0.9627577688416668,0.6957796077920437,1
0.9150199316487054,0.7264621484678996,1
0.9321867499421432,0.624934811782161,1
0.91376619494083,0.758125541112275,1
0.3447481494102641,0.4140469208889867,-1
0.8941149821008216,0.6607987738021193,1
0.9006927358664024,0.7036771195391706,1
0.9528789833988742,0.6883636481212768,1
0.910525538977142,0.7396432036185093,1
0.8880792827075956,0.7143351489236466,1
0.9378227299923616,0.668767323412112,1
0.960890107183778,0.5089460120075402,-1
0.9398902958922092,0.7308203711719791,1
0.941918898587797,0.6842495544123256,1
0.9398356251969332,0.6623032972883213,1
0.964007206657264,0.7266640892317218,1
0.3405441548197486,0.070591837487489,-1
0.9176308674682108,0.668964861616976,1
0.2443366795699955,0.9840962173224526,-1
0.9249389958430604,0.7241365943356778,1
0.9331543213244444,0.7383473245909947,1
0.934019924132114,0.7303365845306643,1
0.9656807567945948,0.6899102932678329,1
0.948394594637836,0.6327325048248462,1
0.9407457193830462,0.6969002299123246,1
0.9592525354679748,0.7242009972936622,1
0.9431194555540058,0.7290051521767249,1
0.948554218690476,0.6574858015864803,1
0.9626025328222152,0.66180623639918,1
0.5392536325337821,0.7745108780852138,-1
0.9256995575902124,0.6720315390625153,1
0.9757191662900272,0.6631797904134735,1
0.9714921575293792,0.7222038820482292,1
0.9019161977332408,0.7193146982939105,1
0.9354417978495452,0.6796472715031014,1
0.9046982539072776,0.7178833784455457,1
0.932202545136313,0.6504381678979012,1
0.9155806782948088,0.7576817081373112,1
0.9684297287511692,0.7153980739998397,1
0.933794134520063,0.6909532404013347,1
0.9085227353862492,0.7670260463265525,1
0.9019895607022654,0.7348545553291963,1
0.9241942307278344,0.6778831102089898,1
0.9286513279928114,0.7181341445645872,1
0.9580390775116616,0.7566387610038093,1
0.919714228562228,0.6358324988128236,1
0.934500111837336,0.7194678114834817,1
0.9472300146553982,0.6220500971577525,1
0.9404567461188034,0.7224901304846799,1
0.9560477702226606,0.6757195409552074,1
0.9632365532964328,0.6963210914774463,1
0.9475405758352116,0.7327375768656782,1
0.9291631952272827,0.6695040441664714,1
0.9786363615215544,0.6769045638144409,1
0.9413093602332152,0.6609607586805586,1
0.9340141328484696,0.7733680434572867,1
0.9188271255421412,0.6294971410250342,1
0.8944729303009007,0.7087654258736965,1
0.9564560873502244,0.6346807947150599,1
0.327161517687371,0.7136117689880653,-1
0.9122220802804992,0.6326481949331859,1
0.9198968437808944,0.7585981549288145,1
0.938236839841326,0.7569383502590386,1
0.9354088013352364,0.7685993731106651,1
0.9513031906470504,0.733835988697344,1
0.8918361062357901,0.7055411661086759,1
0.9625953368503584,0.6985578665880976,1
0.8977524603279385,0.7183338485444227,1
0.4701952881230611,0.2383484063689645,-1
0.9831897266561854,0.7063843404723585,1
0.2250347927036474,0.487516829219876,-1
0.9557171135186427,0.6406100408483134,1
0.962990666722421,0.7073718273457595,1
0.8993469453535108,0.6628780331642413,1
0.9333211413489412,0.6881483665386764,1
0.9919945812333436,0.6369841363396352,1
0.922954884525916,0.7253903539218699,1
0.975880193593123,0.6982316622662638,1
0.8991313350582925,0.6708177353617061,1
0.9086132967998994,0.6877067681286677,1
0.0404857870771134,0.448712621306393,-1
0.8966799355882736,0.6885345024695526,1
0.95223627599919,0.6860424943289815,1
0.9714734666933876,0.7094111308224987,1
0.9699494475572608,0.6752601991674623,1
0.9429253454712044,0.7221727978517145,1
0.9554985198784488,0.7475318458957997,1
0.8999838614695507,0.7561461692445783,1
0.9557802971708348,0.7675896759486492,1
0.9319092715420352,0.7389198236829281,1
0.954090950401578,0.6858294495303678,1
0.946314129185641,0.679252263883357,1
0.9322615161616236,0.6433128614415748,1
0.974170663596508,0.6666326037898892,1
0.944851978154404,0.6788483845747444,1
0.9073120853686047,0.6520668905901943,1
0.9477935692401702,0.7227341929088564,1
0.9779347707997128,0.6692888313738548,1
0.9603106697016828,0.684109713251549,1
0.89438385984086,0.6783624299394264,1
0.9818080439871628,0.682303432516115,1
0.932757586764169,0.7277891804819125,1
0.5582794672545841,0.7712355561809872,-1
0.9191951653558994,0.6766626693842674,1
0.9478353403830988,0.7091914488999719,1
0.9498294556107684,0.7749302639875761,1
0.9485254348030484,0.6358790918221195,1
0.9504002924327942,0.6892800949127802,1
0.9182505837018682,0.641535359328685,1
0.9517316047365753,0.6313345037379512,1
0.9007933026283348,0.7068658947677502,1
0.9402266561767176,0.7207970092724659,1
0.9247736682099296,0.660181916265845,1
0.9065573163428534,0.7434665775420679,1
0.949520386822321,0.6820593700919386,1
0.137622060288781,0.7577350026224406,-1
0.9284888082983492,0.6466901656061829,1
0.9386250628824422,0.6436279595095853,1
0.9341535736737516,0.6643669812667099,1
0.902787505559158,0.0127106137661365,-1
0.951618050719142,0.7283239604724498,1
0.8887333987060179,0.7064354026115647,1
0.9302386170465268,0.744527334624258,1
0.9729859895276224,0.6736447529420272,1
0.9773538423640082,0.752023203846759,1
0.8995525531759604,0.650169660620155,1
0.9697280459783983,0.6758105567607646,1
0.9165281541529056,0.698309335034011,1
0.9383834766384648,0.7714951939888969,1
0.9100093714126356,0.7020527994058355,1
0.9512528202818092,0.7492871332820115,1
0.9570355262700764,0.6847510156413933,1
0.956963655692418,0.7060692424043481,1
0.916981051799823,0.7602269441920597,1
0.9059204002268136,0.6951471748720361,1
0.942171979695909,0.7928201244467168,1
0.9125786237923657,0.6285984353922354,1
0.9811510323469186,0.6770532078741018,1
0.9275428233938622,0.6525107235651582,1
0.9082739546081718,0.6920693933917053,1
0.976507018095484,0.7067416289907069,1
0.9401878683787648,0.6348472487234094,1
0.9027501224494175,0.7743178090102598,1
0.8902790043199583,0.7222548731784199,1
0.9036889990852016,0.7024589132794032,1
0.9201412379635402,0.6507909872863396,1
0.2981777878415629,0.7090094860788412,-1
0.9366682430613592,0.7531704388146125,1
0.917180866900872,0.7510113386907401,1
0.9293184312467344,0.768792442185619,1
0.9459891774998704,0.6424939965705264,1
0.9363059082658486,0.7254680266896172,1
0.9182060060580276,0.6773794121959354,1
0.9271417008003986,0.6554087767893132,1
0.9600446876034664,0.6790325819608302,1
0.9479660928451576,0.7225499955227707,1
0.3910238125678826,0.704065490035002,-1
0.9567652438418252,0.7626412795648837,1
0.9158423600629906,0.72750292982643,1
0.8971170366032647,0.7009411177644068,1
0.9567767401437168,0.7381875054875268,1
0.2528050660308991,0.2402590104432581,-1
0.9806448686929377,0.7129527232204848,1
0.9181787145619664,0.7078245320095916,1
0.9189593703955664,0.6927506494479005,1
0.9417808610129708,0.6500386911482466,1
0.9332477798176732,0.6738289481090812,1
0.8984569481293587,0.6949785528696836,1
0.9599124427500412,0.745277327407412,1
0.9501256234091116,0.6593919698163399,1
0.9691888872478654,0.7444052368412178,1
0.9576839372502512,0.6785111405700395,1
0.9671917872374636,0.6537090184531861,1
0.9257830107351592,0.6524730022447304,1
0.9266844165580492,0.6368287885851089,1
0.5414548450997542,0.9363581854332224,-1
0.4481415537869091,0.4153827558018842,-1
0.9366567467594676,0.6731055703925318,1
0.9509322551914702,0.7413074774181955,1
0.9056817096246584,0.7182695143764221,1
0.964573656883858,0.7576307147880887,1
0.9327015128184368,0.7764924845178655,1
0.9224201138285716,0.7145437245923502,1
0.931669177689424,0.6936094014143482,1
0.9690781411691008,0.6690203240961085,1
0.9175044138984296,0.6307154138557535,1
0.1592746820957658,0.4810084113662684,-1
0.9158049769532502,0.727766967974266,1
0.9230311431367628,0.6448062098839699,1
0.9316174026359704,0.7583940483900211,1
0.9046191873577624,0.6721580394045136,1
0.918785443540123,0.6886054737614664,1
0.9001592821541169,0.6538931492683199,1
0.8934262909313277,0.7181097640629377,1
0.5411629776314458,0.1925409387444656,-1
0.918103948342486,0.7306938708299808,1
0.9035753573646146,0.7205417740235143,1
0.922478995712972,0.635772567203781,1
0.9444134724512,0.7855505742706559,1
0.8652922795581093,0.422383798700199,2
0.783499688866593,0.9394870290527596,2
0.8809609655232692,0.9615574831638236,2
0.9160306788621476,0.8281515410410929,2
0.9497245022534044,0.2611090237295997,2
0.8927103082657727,0.3141816212189476,2
0.932487218070521,0.901801208694602,2
0.7263790951384428,0.696307750658668,2
0.8763385391874052,0.5688487980469272,2
0.7849360407931347,0.8637558674721731,2
0.7431347423574365,0.8840999481805052,2
0.8814468582467387,0.300674363965536,2
0.955307303999713,0.8577423092282276,2
0.8780307815984842,0.8409664359844861,2
0.8106647241692977,0.7981147030950075,2
0.9177918962090632,0.4670529185789347,2
0.8589086373130863,0.5322768961141853,2
0.9073725473475251,0.153128731669386,2
0.7909372541561992,0.801181380540547,2
0.9125772205419096,0.3920674137934963,2
0.8836696587282813,0.3268966641724232,2
0.9446218867745616,0.8503995554143293,2
0.8790746130293887,0.2478702737539341,2
0.8909519002952825,0.2223381012921104,2
0.7597710011426542,0.8254886763332142,2
0.8313410747287056,0.9107061852578212,2
0.8642800413910576,0.4048445896354934,2
0.785157443809754,0.8436913980763786,2
0.2874348689783612,0.4219599769534026,-1
0.7498979192803524,0.7844720738107294,2
0.9205409558687913,0.8854957147024453,2
0.8346450020477392,0.6217771207500963,2
0.7725396903209126,0.5714428594568951,2
0.9453609483092968,0.896599745055888,2
0.7934015531785655,0.5600791935145744,2
0.3913012895302338,0.7448912602665195,-1
0.8305632268337741,0.550308763509074,2
0.8391653706680615,0.5379265952868213,2
0.7835917426716092,0.662405350557718,2
0.7316585331145513,0.7783231457549492,2
0.8676243337270504,0.4445874568481263,2
0.8392803279359509,0.595395034725217,2
0.7518820305974967,0.8382835933339159,2
0.9156583401561114,0.4600785240327005,2
0.7975049163081012,0.6678863611570496,2
0.7534103486259013,0.673487237193498,2
0.7685671687943461,0.6891469574468689,2
0.5418070897193425,0.1433538813526737,-1
0.7781325851186565,0.8209818095694736,2
0.8980903130038133,0.2718114093393848,2
0.7384735282236194,0.7714774506111606,2
0.7893168808850217,0.6014308032577774,2
0.8753349879458197,0.4858325774774984,2
0.7131013897970798,0.9964007105579265,-1
0.2967227652076218,0.4163769108656426,-1
0.8803513409032905,0.8049737368385428,2
0.9135404915941762,0.4745355135536094,2
0.7631195061055284,0.9090463117980616,2
0.8831491922714969,0.554868858186992,2
0.9096312399851983,0.1913493320180806,2
0.7629081961403447,0.904850142762405,2
0.9307346013836753,0.8145688433658572,2
0.8883682559718385,0.3473339286803156,2
0.946206280186455,0.1750838249777509,2
0.9066967571681354,0.4158953587892827,2
0.8777518136825234,0.3237345372959242,2
0.9143988107268352,0.8370298337477238,2
0.8246339717515216,0.8248961970795576,2
0.9184130156931768,0.1349370962087592,2
0.9112860992865376,0.3106311571320934,2
0.9036487203336392,0.5032408836412476,2
1.0,0.131353364398165,-1
0.7125924182044302,0.7845763616450813,2
0.9226127329577632,0.1437555260963313,2
0.8684193829421207,0.8085441788680885,2
0.7774452971996186,0.9746564607686962,2
0.7439843731268726,0.8845926065106883,2
0.8548052741835508,0.568839926358059,2
0.9219010506222428,0.887368630741787,2
0.3405959068690967,0.3991083770726862,-1
0.9452832864479944,0.1715755313699489,2
0.8490297641671403,0.8282158729900617,2
0.7419542794776754,0.9132535870875412,2
0.7664335250382409,0.725765383598923,2
0.7484975457753382,0.6946568176777601,2
0.9063388089680564,0.1498334673269756,2
0.8208770605201736,0.6059976016305605,2
0.8701906904649586,0.9634636513936828,2
0.854657144995046,0.48566839131958,2
0.7817211839341418,0.8024551158503987,2
0.8767799405324311,0.340148721681391,2
0.7272115260254967,0.7936366859628265,2
0.924857033651723,0.4232204047299522,2
0.887535823647028,0.3760948278180382,2
0.8745053649974345,0.8605649242495905,2
0.8797273243395983,0.9566112525550292,2
0.8075993997492655,0.6724775400314823,2
0.7635523082282414,0.8420271242766924,2
0.8892668538560601,0.8520150038587962,2
0.8414815419396795,0.9428088729572668,2
0.9209492744341116,0.1491544436167036,2
0.9336604849784254,0.1421800157849934,2
0.9090647897586044,0.3899859553709269,2
0.8515257427187563,0.945986541932023,2
0.9321191796945196,0.3391323896144938,2
0.8999507786898452,0.2881146354811106,2
0.9093105886294628,0.5339522761676948,2
0.8726391942931552,0.3487163876689533,2
0.7131315769349631,0.8787365662343037,2
0.7265947485663596,0.8465539689831244,2
